Id,Start,Name,Impact,Currency
62bb1be6-0ed9-4202-b9b3-f522a9ed74b2,01/01/2018 00:00:00,New Year's Day,NONE,USD
925d2799-c687-4c82-ac89-174ca0d07c6c,01/01/2018 00:00:00,New Year's Day,NONE,CNY
7c3b8e67-7260-466f-8f6e-db1b4ff3c906,01/01/2018 00:00:00,New Year's Day,NONE,BRL
4ea01a07-0d6a-4205-ab13-2d0b436587a4,01/02/2018 01:45:00,Caixin Manufacturing PMI,MEDIUM,CNY
95847a96-3599-4b5a-9a4a-6111453cb105,01/02/2018 12:00:00,HSBC PMI Manufacturing,LOW,BRL
bd231e5f-f48b-4c01-97f8-a53d994897fd,01/02/2018 14:45:00,Markit Manufacturing PMI,MEDIUM,USD
971070fb-24a5-4280-86d1-e5dd66d3ce2f,01/02/2018 16:30:00,3-Month Bill Auction,LOW,USD
da3114f3-410b-4917-9ce7-89a2e5d25ba7,01/02/2018 16:30:00,4-Week Bill Auction,LOW,USD
1a805a2b-e28e-43a8-b1b8-0e6641ef9cec,01/02/2018 16:30:00,6-Month Bill Auction,LOW,USD
3504f2dc-a27e-4783-bac5-b702d6f34489,01/02/2018 17:00:00,Trade Balance,LOW,BRL
9b81e9f6-2063-4f0b-a61c-6a6df9fb093a,01/02/2018 18:00:00,52-Week Bill Auction,LOW,USD
4d20e87f-fa2b-4dee-bfb5-dea3f0d1c38e,01/03/2018 12:00:00,MBA Mortgage Applications,LOW,USD
0da81f6d-d201-465e-b222-5994fce4cb5f,01/03/2018 13:55:00,Redbook Index (YoY),LOW,USD
6f05514c-b761-477c-bf76-b81b164424c2,01/03/2018 13:55:00,Redbook Index (MoM),LOW,USD
56987d79-27f3-4be1-aac7-931b74a1db1b,01/03/2018 14:45:00,ISM-NY Business Conditions Index,LOW,USD
432e959b-7684-4432-aa20-3f064b933a1c,01/03/2018 15:00:00,ISM Manufacturing Employment Index,MEDIUM,USD
507d7175-2df5-4ac4-97a9-6b62549b08fc,01/03/2018 15:00:00,ISM Manufacturing PMI,HIGH,USD
6ab5f3b9-2df2-498d-be1a-f3be52c1dcc7,01/03/2018 15:00:00,ISM Manufacturing Prices Paid,HIGH,USD
218ce2c8-008c-48bc-8771-55d492abb6c0,01/03/2018 15:00:00,ISM Manufacturing New Orders Index,MEDIUM,USD
ff9cc25c-6802-4705-9735-2f027dbabb71,01/03/2018 15:00:00,Construction Spending (MoM),MEDIUM,USD
fc296489-0a7a-4973-9e48-d64497ae78db,01/03/2018 19:00:00,FOMC Minutes,HIGH,USD
0fa9f9a7-95f8-43b8-b47e-6a2a6b3bc4d6,01/03/2018 20:30:00,Total Vehicle Sales,LOW,USD
edc60ac2-4c0c-4c40-b1df-64d4baed1f0d,01/03/2018 21:30:00,API Weekly Crude Oil Stock,LOW,USD
cfa01cb3-93bf-42be-8276-6f481d35983f,01/04/2018 01:45:00,Caixin Services PMI,MEDIUM,CNY
5775fcf8-174d-4b99-9a83-e52721407eca,01/04/2018 12:30:00,Challenger Job Cuts,LOW,USD
b88e9431-0d90-4040-9f88-4d695ca7c215,01/04/2018 13:15:00,ADP Employment Change,MEDIUM,USD
bcbe6951-bf6b-42b2-861f-f0bdd7a5877d,01/04/2018 13:30:00,Continuing Jobless Claims,MEDIUM,USD
08bc68da-3906-464b-83f3-ee8634e987d2,01/04/2018 13:30:00,Initial Jobless Claims,MEDIUM,USD
1fcd5ca5-6e47-40df-adad-fd356f1bd02b,01/04/2018 14:45:00,Markit Services PMI,MEDIUM,USD
40ff689e-c9cf-4d45-93f6-beaf1b36d590,01/04/2018 14:45:00,Markit PMI Composite,MEDIUM,USD
31f61b43-0d30-471e-816f-6fe9597c79e7,01/04/2018 15:30:00,EIA Natural Gas Storage Change,LOW,USD
9bf3c120-f952-4d25-8bb7-4d32140fa775,01/04/2018 16:00:00,EIA Crude Oil Stocks Change,LOW,USD
202eefaf-5fe2-47f4-93c9-7e1848b9f5bd,01/04/2018 18:30:00,Fed's Bullard speech,LOW,USD
e56401e7-726b-4630-8395-25d353bedc20,01/05/2018 07:00:00,Fipe's IPC Inflation,LOW,BRL
f5b64024-c630-4ca3-b06b-cd1a0529f868,01/05/2018 11:00:00,Industrial Output (MoM),LOW,BRL
d2b997eb-3603-43bb-8c86-42f7d44168d4,01/05/2018 11:00:00,Industrial Output (YoY),LOW,BRL
7d813024-5dcf-4196-bca2-d5e53493f141,01/05/2018 13:00:00,Fed's Harker speech,MEDIUM,USD
e0cad0d9-979b-4798-a8d0-977380afd607,01/05/2018 13:30:00,Nonfarm Payrolls,HIGH,USD
32a12e7f-4942-47c8-a703-b7614cc83ea1,01/05/2018 13:30:00,Goods and Services Trade Balance,MEDIUM,USD
2bdffdac-e933-4738-bbd2-58fceb9bc5cd,01/05/2018 13:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
391f70ea-0b32-43bb-b392-40747211ca0a,01/05/2018 13:30:00,Average Weekly Hours,MEDIUM,USD
64207514-346f-44d0-a9b0-75ececef641a,01/05/2018 13:30:00,Labor Force Participation Rate,MEDIUM,USD
dd581f7d-68cf-4c50-8ea5-a565dcca4556,01/05/2018 13:30:00,Average Hourly Earnings (MoM),LOW,USD
b7083192-d4d8-426a-bcfc-50eaed6380e9,01/05/2018 13:30:00,U6 Underemployment Rate,LOW,USD
d6736da4-23f8-4f98-97d7-890651f1d634,01/05/2018 13:30:00,Unemployment Rate,HIGH,USD
5ff51213-b75d-4844-bbb3-7f3f946df250,01/05/2018 15:00:00,ISM Services New Orders Index,MEDIUM,USD
b236def9-29d0-40ea-9595-2fa5401277fc,01/05/2018 15:00:00,ISM Services PMI,MEDIUM,USD
162ac74d-6f7f-4f8e-8461-fe94dae8cbe2,01/05/2018 15:00:00,ISM Services Employment Index,MEDIUM,USD
c68859f0-909d-43bd-be9a-c16b71708308,01/05/2018 15:00:00,ISM Services Prices Paid,MEDIUM,USD
42ba03ef-39a5-430b-a316-aff650c670c8,01/05/2018 15:00:00,Factory Orders (MoM),MEDIUM,USD
7f209583-98dc-4219-92c9-c2b037f05786,01/05/2018 15:15:00,Fed's Harker speech,MEDIUM,USD
462a8981-b609-4f84-815d-596c4d78034e,01/05/2018 17:30:00,Fed's Mester speech,MEDIUM,USD
62c78a09-5632-4bd2-8c4d-01476ff3292a,01/05/2018 18:00:00,Baker Hughes US Oil Rig Count,MEDIUM,USD
c237287f-31cf-4947-b22f-762a3e3af1d7,01/05/2018 20:30:00,CFTC Gold NC Net Positions,LOW,USD
91ce663a-f749-4c5a-aaf9-095d0b17d78a,01/05/2018 20:30:00,CFTC Oil NC Net Positions,LOW,USD
ec71443c-9427-4392-906e-02bb137451c3,01/05/2018 20:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
757fd71f-6d75-4d0d-b8a8-acd3f0741603,01/07/2018 02:00:00,Foreign Exchange Reserves (MoM),LOW,CNY
12929167-74c9-4fa1-b66e-1959b1aa79bf,01/08/2018 16:30:00,3-Month Bill Auction,LOW,USD
407a5918-ccf9-4858-b2ac-ccfe45632ee3,01/08/2018 16:30:00,6-Month Bill Auction,LOW,USD
1ed3432d-fba1-42ec-8e57-029d0320f7b6,01/08/2018 17:40:00,Fed's Bostic speech,MEDIUM,USD
e99bd4e9-27a6-4f73-a89f-2372846d3598,01/08/2018 18:35:00,Fed's Williams speech,MEDIUM,USD
547c3839-ae89-4c73-b243-978d85eb73dc,01/08/2018 20:00:00,Consumer Credit Change,MEDIUM,USD
bf149f29-fb3d-44f5-b2e2-2bc28dc812d9,01/08/2018 21:00:00,Fed's Rosengren speech,MEDIUM,USD
3a26d2de-2ce5-4357-bebb-f79bb1114d87,01/09/2018 11:00:00,NFIB Business Optimism Index,LOW,USD
a0a91c87-d456-4886-9d9d-c1dab033d349,01/09/2018 11:00:00,Retail Sales (MoM),LOW,BRL
00cdf99e-2639-4a36-a9bb-e46e874e4643,01/09/2018 13:55:00,Redbook Index (YoY),LOW,USD
8c78b5bb-98af-43ab-99f5-e214f5541122,01/09/2018 13:55:00,Redbook Index (MoM),LOW,USD
f0e0e2a5-b79e-451c-a270-d825d2431d32,01/09/2018 15:00:00,Fed's Kashkari speech,MEDIUM,USD
4037bd6d-da43-42bc-b2b6-6ef5276b4d3b,01/09/2018 15:00:00,JOLTS Job Openings,LOW,USD
b1121add-6a68-498f-bcde-cd743970ef4e,01/09/2018 16:30:00,4-Week Bill Auction,LOW,USD
a8001464-7ce1-47f1-8864-ae430fa9bb68,01/09/2018 18:00:00,3-Year Note Auction,LOW,USD
1e07115e-4aa2-49de-9fe6-c2c6f682ddcd,01/09/2018 21:30:00,API Weekly Crude Oil Stock,LOW,USD
4ebeca93-ab11-4add-bf21-18c7aea61011,01/10/2018 01:30:00,Consumer Price Index (MoM),MEDIUM,CNY
d553653c-7fd6-4fbc-9202-842bd5f917f7,01/10/2018 01:30:00,Producer Price Index (YoY),MEDIUM,CNY
f69ee1d6-2eb8-4ca7-a100-909f3d98b321,01/10/2018 01:30:00,Consumer Price Index (YoY),MEDIUM,CNY
6b568944-02cd-498d-b7e8-d1a9e75bce84,01/10/2018 11:00:00,IPCA Inflation,LOW,BRL
e8e1a974-e18b-4a9d-8820-73becf5785a0,01/10/2018 12:00:00,MBA Mortgage Applications,LOW,USD
321e88ba-2a37-48d6-a2ef-73b1e42c7193,01/10/2018 13:30:00,Import Price Index (MoM),LOW,USD
e04c2c5e-de53-4f16-896b-ad6da5f5db54,01/10/2018 13:30:00,Import Price Index (YoY),LOW,USD
d1d63e64-db33-41cb-ba15-da45dbde19a8,01/10/2018 13:30:00,Export Price Index (MoM),LOW,USD
32c3489a-4d0d-4a02-9fef-4029620c019d,01/10/2018 13:30:00,Export Price Index (YoY),LOW,USD
a0f2a21c-1884-4bd3-b0af-de1754a035e4,01/10/2018 14:00:00,Fed's Evans speech,LOW,USD
570dda20-0753-43fe-983d-3745b567c7f6,01/10/2018 15:00:00,Wholesale Inventories,LOW,USD
